CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,CAT_OCUP,EMPLEO,PP02B,PP02E,PP02H,PP02I,PP03C,PP03G,PP03I,PP04A,PP04G,PP05B3,PP05H,PP05I,PP05J,PP05K,PP07A,PP07I3,PP07J,PP07K,PP08D1,P21,ITF,DECINDR,IPCF,ANIO,CH03,CH12,CH13,CH14,PP3E_TOT,PP3F_TOT,horastrab,trabaja,adulto_equiv,ad_equiv_hogar,ingreso_necesario,pobre,edad2,educ,edad_rango,ingreso_total_familiar,ingreso_total_familiar_millones,CH03_str,IX_TOT
125666  ,1,1,1,36,1,4,3,1.0,,3.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,5.0,,1.0,4.0,300.0,300,700,4,140.0,2005,1.0,4.0,2.0,2.0,46.0,0.0,46.0,1,1.0,4.18,857.1925999999999,1,1296,8.0,31-50,678727.0,0.678727,jefe,5.0
125666  ,1,2,2,35,1,4,2,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,700,0,140.0,2005,,2.0,1.0,0.0,0.0,0.0,0.0,0,0.77,4.18,857.1925999999999,1,1225,6.0,31-50,678727.0,0.678727,cónyuge/pareja,5.0
125666  ,1,3,2,15,5,4,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,700,3,140.0,2005,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0,0.77,4.18,857.1925999999999,1,225,7.0,13-17,678727.0,0.678727,hijo/hijastro,5.0
125666  ,1,4,1,12,5,4,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,700,0,140.0,2005,3.0,3.0,2.0,8.0,0.0,0.0,0.0,0,0.85,4.18,857.1925999999999,1,144,8.0,6-12,678727.0,0.678727,hijo/hijastro,5.0
125666  ,1,5,1,10,5,4,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,700,0,140.0,2005,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0,0.79,4.18,857.1925999999999,1,100,5.0,6-12,678727.0,0.678727,hijo/hijastro,5.0
126344  ,1,1,1,53,2,1,6,1.0,,3.0,,,,,,2.0,2.0,2.0,1.0,,,,,,,6.0,,1.0,1.0,1500.0,1500,3800,10,1266.666666666667,2005,1.0,7.0,1.0,0.0,30.0,30.0,60.0,1,1.0,2.79,572.1453,0,2809,17.0,50+,3684518.0,3.684518,jefe,3.0
126344  ,1,2,2,52,2,1,6,1.0,,3.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,6.0,,1.0,1.0,1500.0,1500,3800,9,1266.666666666667,2005,,7.0,1.0,0.0,30.0,0.0,30.0,1,0.76,2.79,572.1453,0,2704,17.0,50+,3684518.0,3.684518,cónyuge/pareja,3.0
126344  ,1,3,1,16,5,1,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,3800,0,1266.666666666667,2005,3.0,5.0,2.0,2.0,0.0,0.0,0.0,0,1.03,2.79,572.1453,0,256,8.0,13-17,3684518.0,3.684518,hijo/hijastro,3.0
127081  ,1,1,2,84,4,1,2,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,279,3,139.5,2005,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.63,1.3900000000000001,285.0473,1,7056,6.0,50+,270521.19,0.27052119,jefe,2.0
127081  ,1,2,2,19,5,1,5,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,279,0,139.5,2005,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0,0.76,1.3900000000000001,285.0473,1,361,,18-30,270521.19,0.27052119,nieto,2.0
127095  ,1,1,1,41,2,12,5,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,1.0,650.0,650,1240,6,248.0,2005,1.0,7.0,2.0,1.0,25.0,0.0,25.0,1,1.0,4.04,828.4828,0,1681,13.0,31-50,1202316.4,1.2023164,jefe,5.0
127095  ,1,2,2,36,2,12,6,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,1.0,590.0,590,1240,6,248.0,2005,,6.0,1.0,0.0,25.0,0.0,25.0,1,0.77,4.04,828.4828,0,1296,15.0,31-50,1202316.4,1.2023164,cónyuge/pareja,5.0
127095  ,1,3,2,14,5,12,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1240,0,248.0,2005,3.0,3.0,2.0,8.0,0.0,0.0,0.0,0,0.76,4.04,828.4828,0,196,8.0,13-17,1202316.4,1.2023164,hijo/hijastro,5.0
127095  ,1,4,1,12,5,12,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1240,0,248.0,2005,3.0,3.0,2.0,6.0,0.0,0.0,0.0,0,0.85,4.04,828.4828,0,144,6.0,6-12,1202316.4,1.2023164,hijo/hijastro,5.0
127095  ,1,5,1,7,5,12,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1240,0,248.0,2005,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0,0.66,4.04,828.4828,0,49,1.0,6-12,1202316.4,1.2023164,hijo/hijastro,5.0
127117  ,1,1,2,30,5,1,6,1.0,,3.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,1.0,400.0,400,920,4,153.3333333333333,2005,1.0,7.0,1.0,0.0,36.0,0.0,36.0,1,0.77,4.23,867.4461000000001,0,900,17.0,18-30,892041.2000000001,0.8920412000000001,jefe,6.0
127117  ,1,2,2,55,3,2,2,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,920,0,153.3333333333333,2005,,2.0,1.0,0.0,0.0,0.0,0.0,0,0.76,4.23,867.4461000000001,0,3025,6.0,50+,892041.2000000001,0.8920412000000001,madre/padre,6.0
127117  ,1,3,1,28,1,1,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,1.0,520.0,520,920,5,153.3333333333333,2005,8.0,4.0,1.0,0.0,45.0,0.0,45.0,1,1.02,4.23,867.4461000000001,0,784,12.0,18-30,892041.2000000001,0.8920412000000001,hermano,6.0
127117  ,1,4,2,18,5,1,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,920,0,153.3333333333333,2005,9.0,5.0,2.0,2.0,0.0,0.0,0.0,0,0.76,4.23,867.4461000000001,0,324,8.0,18-30,892041.2000000001,0.8920412000000001,otros familiares,6.0
127117  ,1,5,1,4,5,1,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,920,0,153.3333333333333,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.55,4.23,867.4461000000001,0,16,,0-5,892041.2000000001,0.8920412000000001,hijo/hijastro,6.0
127117  ,1,6,2,1,5,1,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,920,0,153.3333333333333,2005,9.0,,,0.0,0.0,0.0,0.0,0,0.37,4.23,867.4461000000001,0,1,,0-5,892041.2000000001,0.8920412000000001,otros familiares,6.0
127188  ,1,1,1,68,2,1,2,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1550,9,387.5,2005,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.83,3.54,725.9478,0,4624,6.0,50+,1502895.5,1.5028955,jefe,4.0
127188  ,1,2,2,70,2,1,2,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1550,0,387.5,2005,,2.0,1.0,0.0,0.0,0.0,0.0,0,0.67,3.54,725.9478,0,4900,6.0,50+,1502895.5,1.5028955,cónyuge/pareja,4.0
127188  ,1,3,1,21,5,2,3,3.0,7.0,,,,3.0,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1550,0,387.5,2005,9.0,4.0,2.0,4.0,0.0,0.0,0.0,0,1.02,3.54,725.9478,0,441,10.0,18-30,1502895.5,1.5028955,otros familiares,4.0
127188  ,1,4,1,18,5,2,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1550,0,387.5,2005,9.0,5.0,2.0,1.0,0.0,0.0,0.0,0,1.02,3.54,725.9478,0,324,7.0,18-30,1502895.5,1.5028955,otros familiares,4.0
127930  ,1,1,1,36,2,1,5,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,1.0,600.0,600,1170,6,390.0,2005,1.0,7.0,2.0,1.0,48.0,0.0,48.0,1,1.0,2.22,455.2554,0,1296,13.0,31-50,1134443.7,1.1344437,jefe,3.0
127930  ,1,2,2,26,2,1,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,1.0,1.0,570.0,570,1170,6,390.0,2005,,4.0,1.0,0.0,48.0,0.0,48.0,1,0.76,2.22,455.2554,0,676,12.0,18-30,1134443.7,1.1344437,cónyuge/pareja,3.0
127930  ,1,3,2,2,5,1,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1170,0,390.0,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.46,2.22,455.2554,0,4,,0-5,1134443.7,1.1344437,hijo/hijastro,3.0
127930  ,3,Servicio doméstico en hogares,2,14,5,4,2,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,4.0,100.0,100,100,1,100.0,2005,1.0,2.0,1.0,0.0,84.0,0.0,84.0,1,0.76,0.76,155.8532,1,196,6.0,13-17,96961.0,0.096961,jefe,1.0
128490  ,1,1,2,67,3,1,2,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,750,0,375.0,2005,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.67,1.4300000000000002,293.25010000000003,0,4489,6.0,50+,727207.5,0.7272075,jefe,2.0
128490  ,1,2,2,26,5,1,5,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,1.0,500.0,500,750,7,375.0,2005,5.0,6.0,2.0,2.0,48.0,0.0,48.0,1,0.76,1.4300000000000002,293.25010000000003,0,676,14.0,18-30,727207.5,0.7272075,nieto,2.0
128880  ,1,1,1,70,2,1,4,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,2360,5,393.3333333333333,2005,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0.83,4.48,918.7136,0,4900,12.0,50+,2288279.6,2.2882796,jefe,6.0
128880  ,1,2,2,66,2,1,2,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,2360,0,393.3333333333333,2005,,2.0,1.0,0.0,0.0,0.0,0.0,0,0.67,4.48,918.7136,0,4356,6.0,50+,2288279.6,2.2882796,cónyuge/pareja,6.0
128880  ,1,3,2,45,3,1,6,1.0,,3.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,2.0,1.0,500.0,500,2360,5,393.3333333333333,2005,3.0,6.0,1.0,0.0,20.0,0.0,20.0,1,0.77,4.48,918.7136,0,2025,15.0,31-50,2288279.6,2.2882796,hijo/hijastro,6.0
128880  ,1,4,2,32,5,2,6,1.0,,3.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,3.0,,1.0,3.0,1400.0,1400,2360,9,393.3333333333333,2005,3.0,7.0,1.0,0.0,21.0,0.0,21.0,1,0.77,4.48,918.7136,0,1024,17.0,31-50,2288279.6,2.2882796,hijo/hijastro,6.0
128880  ,1,5,2,14,5,1,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,2360,0,393.3333333333333,2005,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0,0.76,4.48,918.7136,0,196,,13-17,2288279.6,2.2882796,nieto,6.0
128880  ,1,6,2,8,5,1,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,2360,0,393.3333333333333,2005,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0.68,4.48,918.7136,0,64,,6-12,2288279.6,2.2882796,nieto,6.0
129380  ,1,1,1,25,1,4,5,1.0,,3.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,5.0,,1.0,1.0,150.0,150,225,2,45.0,2005,1.0,7.0,2.0,0.0,20.0,0.0,20.0,1,1.02,3.16,648.0212,1,625,,18-30,218162.25,0.21816225,jefe,5.0
129380  ,1,2,2,28,1,4,4,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,225,0,45.0,2005,,4.0,1.0,0.0,0.0,0.0,0.0,0,0.76,3.16,648.0212,1,784,12.0,18-30,218162.25,0.21816225,cónyuge/pareja,5.0
129380  ,1,3,2,4,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,225,0,45.0,2005,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.55,3.16,648.0212,1,16,0.0,0-5,218162.25,0.21816225,hijo/hijastro,5.0
129380  ,1,4,2,2,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,225,0,45.0,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.46,3.16,648.0212,1,4,,0-5,218162.25,0.21816225,hijo/hijastro,5.0
129380  ,1,5,1,1,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,225,0,45.0,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.37,3.16,648.0212,1,1,,0-5,218162.25,0.21816225,hijo/hijastro,5.0
129761  ,1,1,2,28,3,4,2,1.0,,3.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,4.0,80.0,80,80,1,26.66666666666667,2005,1.0,2.0,1.0,0.0,3.0,0.0,3.0,1,0.76,2.02,414.2414,1,784,6.0,18-30,77568.8,0.07756880000000001,jefe,3.0
129761  ,1,2,1,7,5,4,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,80,0,26.66666666666667,2005,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0,0.66,2.02,414.2414,1,49,1.0,6-12,77568.8,0.07756880000000001,hijo/hijastro,3.0
129761  ,1,3,2,5,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,80,0,26.66666666666667,2005,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0,0.6,2.02,414.2414,1,25,0.0,0-5,77568.8,0.07756880000000001,hijo/hijastro,3.0
130113  ,1,1,1,81,2,1,4,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,535,5,267.5,2005,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0.74,1.4100000000000001,289.1487,0,6561,12.0,50+,518741.35000000003,0.51874135,jefe,2.0
130113  ,1,2,2,72,2,1,1,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,535,0,267.5,2005,,2.0,2.0,1.0,0.0,0.0,0.0,0,0.67,1.4100000000000001,289.1487,0,5184,1.0,50+,518741.35000000003,0.51874135,cónyuge/pareja,2.0
130468  ,3,1,2,28,5,1,5,1.0,,3.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,3.0,,1.0,1.0,800.0,800,1300,9,1300.0,2005,1.0,7.0,2.0,5.0,30.0,0.0,30.0,1,0.76,0.76,155.8532,0,784,17.0,18-30,1260493.0,1.260493,jefe,1.0
131340  ,1,1,1,66,2,1,3,3.0,7.0,,,,5.0,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1100,0,275.0,2005,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0,0.83,3.2800000000000002,672.6296,0,4356,8.0,50+,1066571.0,1.066571,jefe,4.0
131340  ,1,2,2,64,2,1,4,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1100,9,275.0,2005,,4.0,1.0,0.0,0.0,0.0,0.0,0,0.67,3.2800000000000002,672.6296,0,4096,12.0,50+,1066571.0,1.066571,cónyuge/pareja,4.0
131340  ,1,3,2,29,5,4,5,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1100,0,275.0,2005,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0,0.76,3.2800000000000002,672.6296,0,841,13.0,18-30,1066571.0,1.066571,hijo/hijastro,4.0
131340  ,1,4,1,27,5,4,6,3.0,7.0,,,,5.0,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1100,0,275.0,2005,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0,1.02,3.2800000000000002,672.6296,0,729,17.0,18-30,1066571.0,1.066571,hijo/hijastro,4.0
131482  ,1,1,1,42,2,1,1,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,,1.0,600.0,600,1140,8,142.5,2005,1.0,2.0,2.0,5.0,56.0,0.0,56.0,1,1.0,5.8100000000000005,1191.4567,1,1764,5.0,31-50,1105355.4,1.1053553999999999,jefe,8.0
131482  ,1,2,2,36,2,1,3,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1140,0,142.5,2005,,4.0,2.0,2.0,0.0,0.0,0.0,0,0.77,5.8100000000000005,1191.4567,1,1296,8.0,31-50,1105355.4,1.1053553999999999,cónyuge/pareja,8.0
131482  ,1,3,2,20,3,1,3,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1140,0,142.5,2005,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0,0.76,5.8100000000000005,1191.4567,1,400,8.0,18-30,1105355.4,1.1053553999999999,hijo/hijastro,8.0
131482  ,1,4,1,17,1,1,2,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,8.0,,,,,,5.0,,1.0,4.0,240.0,240,1140,2,142.5,2005,3.0,2.0,1.0,0.0,44.0,0.0,44.0,1,1.04,5.8100000000000005,1191.4567,1,289,6.0,13-17,1105355.4,1.1053553999999999,hijo/hijastro,8.0
131482  ,1,5,2,13,5,1,2,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1140,0,142.5,2005,3.0,3.0,2.0,7.0,0.0,0.0,0.0,0,0.76,5.8100000000000005,1191.4567,1,169,7.0,13-17,1105355.4,1.1053553999999999,hijo/hijastro,8.0
131482  ,1,6,2,19,1,4,2,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1140,0,142.5,2005,,2.0,1.0,0.0,0.0,0.0,0.0,0,0.76,5.8100000000000005,1191.4567,1,361,6.0,18-30,1105355.4,1.1053553999999999,yerno/nuera,8.0
131482  ,1,9,2,1,5,1,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1140,0,142.5,2005,5.0,,,0.0,0.0,0.0,0.0,0,0.37,5.8100000000000005,1191.4567,1,1,,0-5,1105355.4,1.1053553999999999,nieto,8.0
131482  ,1,10,1,0,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1140,0,142.5,2005,5.0,,,0.0,0.0,0.0,0.0,0,0.35,5.8100000000000005,1191.4567,1,0,,,1105355.4,1.1053553999999999,nieto,8.0
132774  ,1,1,1,34,1,4,3,1.0,,2.0,,,,,,1.0,2.0,2.0,2.0,2.0,,5.0,,,,,,,,0.0,250,510,4,51.0,2005,1.0,4.0,2.0,3.0,45.0,0.0,45.0,1,1.0,7.1,1455.9969999999998,1,1156,9.0,31-50,494501.10000000003,0.4945011,jefe,10.0
132774  ,1,2,2,32,1,4,2,1.0,,3.0,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,4.0,40.0,40,510,1,51.0,2005,,2.0,1.0,0.0,8.0,0.0,8.0,1,0.77,7.1,1455.9969999999998,1,1024,6.0,31-50,494501.10000000003,0.4945011,cónyuge/pareja,10.0
132774  ,1,3,1,14,5,2,2,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,1.0,4.0,100.0,100,510,1,51.0,2005,3.0,2.0,1.0,0.0,78.0,0.0,78.0,1,0.96,7.1,1455.9969999999998,1,196,6.0,13-17,494501.10000000003,0.4945011,hijo/hijastro,10.0
132774  ,1,4,2,11,5,4,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,510,0,51.0,2005,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0,0.72,7.1,1455.9969999999998,1,121,5.0,6-12,494501.10000000003,0.4945011,hijo/hijastro,10.0
132774  ,1,5,1,11,5,4,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,510,0,51.0,2005,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0,0.82,7.1,1455.9969999999998,1,121,3.0,6-12,494501.10000000003,0.4945011,hijo/hijastro,10.0
132774  ,1,6,1,7,5,4,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,510,0,51.0,2005,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0,0.66,7.1,1455.9969999999998,1,49,1.0,6-12,494501.10000000003,0.4945011,hijo/hijastro,10.0
132774  ,1,7,1,5,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,510,0,51.0,2005,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0,0.6,7.1,1455.9969999999998,1,25,0.0,0-5,494501.10000000003,0.4945011,hijo/hijastro,10.0
132774  ,1,8,1,2,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,510,0,51.0,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.46,7.1,1455.9969999999998,1,4,,0-5,494501.10000000003,0.4945011,hijo/hijastro,10.0
132774  ,1,9,2,0,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,510,0,51.0,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.35,7.1,1455.9969999999998,1,0,,,494501.10000000003,0.4945011,hijo/hijastro,10.0
132774  ,1,10,2,55,4,2,1,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,510,0,51.0,2005,7.0,2.0,2.0,3.0,0.0,0.0,0.0,0,0.76,7.1,1455.9969999999998,1,3025,3.0,50+,494501.10000000003,0.4945011,suegro,10.0
132904  ,1,1,1,46,1,4,2,1.0,,2.0,,,,,,1.0,1.0,1.0,2.0,8.0,,5.0,,,,,,,,0.0,280,786,3,393.0,2005,1.0,2.0,1.0,0.0,14.0,0.0,14.0,1,1.0,1.77,362.9739,0,2116,6.0,31-50,762113.46,0.7621134599999999,jefe,2.0
132904  ,1,2,2,33,1,1,1,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,786,5,393.0,2005,,9.0,2.0,,0.0,0.0,0.0,0,0.77,1.77,362.9739,0,1089,,31-50,762113.46,0.7621134599999999,cónyuge/pareja,2.0
133746  ,1,1,1,44,2,1,3,1.0,,2.0,,,,,,1.0,2.0,2.0,2.0,,,5.0,,,,,,,,0.0,380,880,4,176.0,2005,1.0,4.0,2.0,3.0,50.0,0.0,50.0,1,1.0,4.2,861.294,0,1936,9.0,31-50,853256.8,0.8532568,jefe,5.0
133746  ,1,2,2,43,2,1,2,1.0,,3.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,6.0,,1.0,1.0,500.0,500,880,5,176.0,2005,,2.0,1.0,0.0,30.0,0.0,30.0,1,0.77,4.2,861.294,0,1849,6.0,31-50,853256.8,0.8532568,cónyuge/pareja,5.0
133746  ,1,3,1,15,5,1,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,880,0,176.0,2005,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0,1.0,4.2,861.294,0,225,7.0,13-17,853256.8,0.8532568,hijo/hijastro,5.0
133746  ,1,4,2,12,5,1,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,880,0,176.0,2005,3.0,3.0,2.0,6.0,0.0,0.0,0.0,0,0.74,4.2,861.294,0,144,6.0,6-12,853256.8,0.8532568,hijo/hijastro,5.0
133746  ,1,5,1,9,5,1,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,880,0,176.0,2005,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0,0.69,4.2,861.294,0,81,3.0,6-12,853256.8,0.8532568,hijo/hijastro,5.0
133813  ,1,1,1,61,2,12,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,1.0,1800.0,1800,3380,10,845.0,2005,1.0,4.0,1.0,0.0,18.0,0.0,18.0,1,0.83,2.89,592.6523,0,3721,12.0,50+,3277281.8,3.2772818,jefe,4.0
133813  ,1,2,2,61,2,12,4,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,3380,8,845.0,2005,,4.0,1.0,0.0,0.0,0.0,0.0,0,0.67,2.89,592.6523,0,3721,12.0,50+,3277281.8,3.2772818,cónyuge/pareja,4.0
133813  ,1,3,2,25,5,12,6,3.0,4.0,,,,4.0,1.0,2.0,,,,,,,,,,,,,,,0.0,0,3380,0,845.0,2005,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0,0.76,2.89,592.6523,0,625,17.0,18-30,3277281.8,3.2772818,hijo/hijastro,4.0
133813  ,1,4,2,85,4,12,2,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,3380,6,845.0,2005,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.63,2.89,592.6523,0,7225,6.0,50+,3277281.8,3.2772818,suegro,4.0
134471  ,1,1,2,88,4,1,2,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,5295,5,378.2142857142857,2005,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.63,10.94,2243.4658,0,7744,6.0,50+,5134084.95,5.13408495,jefe,14.0
134471  ,1,2,2,58,5,1,5,1.0,,3.0,,,,,,,2.0,2.0,1.0,,,,,,,6.0,,1.0,1.0,700.0,700,5295,10,378.2142857142857,2005,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0,0.76,10.94,2243.4658,0,3364,15.0,50+,5134084.95,5.13408495,hijo/hijastro,14.0
134471  ,1,3,2,35,5,12,5,1.0,,3.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,6.0,,1.0,1.0,700.0,700,5295,8,378.2142857142857,2005,5.0,6.0,2.0,1.0,30.0,0.0,30.0,1,0.77,10.94,2243.4658,0,1225,13.0,31-50,5134084.95,5.13408495,nieto,14.0
134471  ,1,4,1,29,5,4,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,1.0,4.0,0.0,450,5295,5,378.2142857142857,2005,5.0,4.0,1.0,0.0,48.0,0.0,48.0,1,1.02,10.94,2243.4658,0,841,12.0,18-30,5134084.95,5.13408495,nieto,14.0
134471  ,1,5,1,27,5,1,5,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,1.0,3.0,500.0,500,5295,7,378.2142857142857,2005,5.0,6.0,2.0,1.0,63.0,0.0,63.0,1,1.02,10.94,2243.4658,0,729,13.0,18-30,5134084.95,5.13408495,nieto,14.0
134471  ,1,6,1,26,5,2,5,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,,4.0,420.0,420,5295,4,378.2142857142857,2005,5.0,7.0,2.0,3.0,42.0,0.0,42.0,1,1.02,10.94,2243.4658,0,676,15.0,18-30,5134084.95,5.13408495,nieto,14.0
134471  ,1,7,2,25,5,4,5,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,5295,0,378.2142857142857,2005,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0,0.76,10.94,2243.4658,0,625,,18-30,5134084.95,5.13408495,nieto,14.0
