CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,CAT_OCUP,EMPLEO,PP02B,PP02E,PP02H,PP02I,PP03C,PP03G,PP03I,PP04A,PP04G,PP05B3,PP05H,PP05I,PP05J,PP05K,PP07A,PP07I3,PP07J,PP07K,PP08D1,P21,ITF,DECINDR,IPCF,ANIO,CH03,CH12,CH13,CH14,PP3E_TOT,PP3F_TOT,horastrab,trabaja,adulto_equiv,ad_equiv_hogar,ingreso_necesario,pobre,edad2,educ,edad_rango,ingreso_total_familiar,ingreso_total_familiar_millones,CH03_str,IX_TOT
167500  ,1,1,1,39,2,4,3,1.0,,2.0,,,,,,1.0,1.0,1.0,2.0,,,4.0,,,,,,,,0.0,200,200,2,33.33333333333334,2005,1.0,4.0,2.0,4.0,16.0,0.0,16.0,1,1.0,4.6,943.3219999999999,1,1521,10.0,31-50,193922.0,0.193922,jefe,6.0
167500  ,1,2,2,37,2,4,3,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,200,0,33.33333333333334,2005,,4.0,2.0,1.0,0.0,0.0,0.0,0,0.77,4.6,943.3219999999999,1,1369,7.0,31-50,193922.0,0.193922,cónyuge/pareja,6.0
167500  ,1,3,1,16,5,4,2,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,200,0,33.33333333333334,2005,3.0,3.0,2.0,7.0,0.0,0.0,0.0,0,1.03,4.6,943.3219999999999,1,256,7.0,13-17,193922.0,0.193922,hijo/hijastro,6.0
167500  ,1,4,2,13,5,4,2,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,200,0,33.33333333333334,2005,3.0,3.0,2.0,7.0,0.0,0.0,0.0,0,0.76,4.6,943.3219999999999,1,169,7.0,13-17,193922.0,0.193922,hijo/hijastro,6.0
167500  ,1,5,2,9,5,4,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,200,0,33.33333333333334,2005,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0,0.69,4.6,943.3219999999999,1,81,3.0,6-12,193922.0,0.193922,hijo/hijastro,6.0
167500  ,1,6,1,0,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,200,0,33.33333333333334,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.35,4.6,943.3219999999999,1,0,,,193922.0,0.193922,hijo/hijastro,6.0
168703  ,1,1,1,77,3,1,2,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,640,6,640.0,2005,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.74,0.74,151.7518,0,5929,6.0,50+,620550.4,0.6205504000000001,jefe,1.0
168762  ,1,1,2,62,4,4,1,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,1.0,4.0,120.0,120,770,1,256.6666666666667,2005,1.0,2.0,2.0,6.0,12.0,0.0,12.0,1,0.67,2.43,498.3201,0,3844,6.0,50+,746599.7,0.7465997,jefe,3.0
168762  ,1,2,2,23,5,4,5,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,770,0,256.6666666666667,2005,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0,0.76,2.43,498.3201,0,529,,18-30,746599.7,0.7465997,hijo/hijastro,3.0
168762  ,1,3,1,40,5,1,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,1.0,1.0,650.0,650,770,6,256.6666666666667,2005,3.0,4.0,1.0,0.0,50.0,0.0,50.0,1,1.0,2.43,498.3201,0,1600,12.0,31-50,746599.7,0.7465997,hijo/hijastro,3.0
168762  ,2,1,1,34,1,4,2,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,2.0,4.0,300.0,300,300,3,100.0,2005,1.0,2.0,1.0,0.0,54.0,0.0,54.0,1,1.0,2.13,436.79909999999995,1,1156,6.0,31-50,290883.0,0.290883,jefe,3.0
168762  ,2,2,2,26,1,4,4,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0,300,0,100.0,2005,,4.0,1.0,0.0,0.0,0.0,0.0,0,0.76,2.13,436.79909999999995,1,676,12.0,18-30,290883.0,0.290883,cónyuge/pareja,3.0
168762  ,2,3,1,1,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,300,0,100.0,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.37,2.13,436.79909999999995,1,1,,0-5,290883.0,0.290883,hijo/hijastro,3.0
168762  ,3,1,1,41,1,4,3,1.0,,3.0,,,,,,2.0,2.0,2.0,2.0,8.0,,,,,,,,1.0,4.0,160.0,160,360,3,72.0,2005,1.0,4.0,2.0,2.0,24.0,20.0,44.0,1,1.0,4.55,933.0685,1,1681,8.0,31-50,349059.6,0.34905959999999997,jefe,5.0
168762  ,3,2,2,37,1,4,2,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0,360,0,72.0,2005,,2.0,1.0,0.0,0.0,0.0,0.0,0,0.77,4.55,933.0685,1,1369,6.0,31-50,349059.6,0.34905959999999997,cónyuge/pareja,5.0
168762  ,3,3,1,19,5,4,4,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0,360,1,72.0,2005,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0,1.02,4.55,933.0685,1,361,12.0,18-30,349059.6,0.34905959999999997,hijo/hijastro,5.0
168762  ,3,4,1,17,5,4,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,360,0,72.0,2005,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0,1.04,4.55,933.0685,1,289,,13-17,349059.6,0.34905959999999997,hijo/hijastro,5.0
168762  ,3,5,2,11,5,4,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,360,0,72.0,2005,3.0,3.0,2.0,6.0,0.0,0.0,0.0,0,0.72,4.55,933.0685,1,121,6.0,6-12,349059.6,0.34905959999999997,hijo/hijastro,5.0
168953  ,1,1,1,49,1,4,2,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,1.0,4.0,0.0,600,600,6,100.0,2005,1.0,2.0,1.0,0.0,44.0,0.0,44.0,1,1.0,4.65,953.5755,1,2401,6.0,31-50,581766.0,0.581766,jefe,6.0
168953  ,1,2,2,33,1,4,3,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,600,0,100.0,2005,,4.0,2.0,3.0,0.0,0.0,0.0,0,0.77,4.65,953.5755,1,1089,9.0,31-50,581766.0,0.581766,cónyuge/pareja,6.0
168953  ,1,3,1,12,5,4,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,600,0,100.0,2005,3.0,3.0,2.0,6.0,0.0,0.0,0.0,0,0.85,4.65,953.5755,1,144,6.0,6-12,581766.0,0.581766,hijo/hijastro,6.0
168953  ,1,4,1,10,5,4,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,600,0,100.0,2005,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0,0.79,4.65,953.5755,1,100,4.0,6-12,581766.0,0.581766,hijo/hijastro,6.0
168953  ,1,5,1,9,5,4,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,600,0,100.0,2005,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0,0.69,4.65,953.5755,1,81,3.0,6-12,581766.0,0.581766,hijo/hijastro,6.0
168953  ,1,6,2,4,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,600,0,100.0,2005,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.55,4.65,953.5755,1,16,0.0,0-5,581766.0,0.581766,hijo/hijastro,6.0
169126  ,1,1,1,64,2,1,5,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,2380,10,793.3333333333334,2005,1.0,7.0,2.0,3.0,0.0,0.0,0.0,0,0.83,2.27,465.5089,0,4096,15.0,50+,2307671.8,2.3076717999999996,jefe,3.0
169126  ,1,2,2,64,2,1,4,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,2380,0,793.3333333333334,2005,,4.0,1.0,0.0,0.0,0.0,0.0,0,0.67,2.27,465.5089,0,4096,12.0,50+,2307671.8,2.3076717999999996,cónyuge/pareja,3.0
169126  ,1,3,2,35,5,1,6,1.0,,3.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,5.0,,1.0,1.0,430.0,430,2380,7,793.3333333333334,2005,3.0,7.0,1.0,0.0,45.0,0.0,45.0,1,0.77,2.27,465.5089,0,1225,17.0,31-50,2307671.8,2.3076717999999996,hijo/hijastro,3.0
170281  ,1,1,1,39,2,4,2,1.0,,2.0,,,,,,1.0,2.0,1.0,2.0,,,5.0,,,,,,,,0.0,200,280,2,40.0,2005,1.0,2.0,1.0,0.0,63.0,0.0,63.0,1,1.0,5.37,1101.2259,1,1521,6.0,31-50,271490.8,0.2714908,jefe,7.0
170281  ,1,2,2,29,2,4,1,1.0,,4.0,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,0.0,0,280,1,40.0,2005,,2.0,2.0,5.0,35.0,25.0,60.0,1,0.76,5.37,1101.2259,1,841,5.0,18-30,271490.8,0.2714908,cónyuge/pareja,7.0
170281  ,1,3,2,15,5,4,3,1.0,,4.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,0.0,0,280,0,40.0,2005,3.0,5.0,2.0,0.0,30.0,0.0,30.0,1,0.77,5.37,1101.2259,1,225,,13-17,271490.8,0.2714908,hijo/hijastro,7.0
170281  ,1,4,2,13,5,4,2,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,280,0,40.0,2005,3.0,3.0,2.0,7.0,0.0,0.0,0.0,0,0.76,5.37,1101.2259,1,169,7.0,13-17,271490.8,0.2714908,hijo/hijastro,7.0
170281  ,1,5,2,12,5,4,2,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,280,0,40.0,2005,3.0,3.0,2.0,7.0,0.0,0.0,0.0,0,0.74,5.37,1101.2259,1,144,7.0,6-12,271490.8,0.2714908,hijo/hijastro,7.0
170281  ,1,6,2,10,5,4,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,280,0,40.0,2005,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0,0.7,5.37,1101.2259,1,100,5.0,6-12,271490.8,0.2714908,hijo/hijastro,7.0
170281  ,1,7,1,6,5,4,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,280,0,40.0,2005,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0,0.64,5.37,1101.2259,1,36,1.0,6-12,271490.8,0.2714908,hijo/hijastro,7.0
170654  ,1,1,2,41,4,4,3,1.0,,1.0,,,,,,1.0,2.0,2.0,2.0,,,5.0,,,,,,,,0.0,500,1090,5,363.3333333333333,2005,1.0,4.0,2.0,1.0,84.0,0.0,84.0,1,0.77,2.2199999999999998,455.25539999999995,0,1681,7.0,31-50,1056874.9,1.0568749,jefe,3.0
170654  ,1,2,2,25,5,1,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,1.0,1.0,400.0,400,1090,6,363.3333333333333,2005,3.0,4.0,1.0,0.0,25.0,0.0,25.0,1,0.76,2.2199999999999998,455.25539999999995,0,625,12.0,18-30,1056874.9,1.0568749,hijo/hijastro,3.0
170654  ,1,4,2,9,5,4,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1090,0,363.3333333333333,2005,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0,0.69,2.2199999999999998,455.25539999999995,0,81,4.0,6-12,1056874.9,1.0568749,hijo/hijastro,3.0
171124  ,1,1,1,21,1,4,5,1.0,,2.0,,,,,,1.0,1.0,1.0,2.0,8.0,,1.0,,,,,,,,0.0,300,300,3,100.0,2005,1.0,7.0,2.0,1.0,32.0,0.0,32.0,1,1.02,2.13,436.79909999999995,1,441,13.0,18-30,290883.0,0.290883,jefe,3.0
171124  ,1,2,2,22,1,4,4,3.0,4.0,,,,,1.0,2.0,,,,,,,,,,,,,,,0.0,0,300,0,100.0,2005,,4.0,1.0,0.0,0.0,0.0,0.0,0,0.76,2.13,436.79909999999995,1,484,12.0,18-30,290883.0,0.290883,cónyuge/pareja,3.0
171124  ,1,3,1,0,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,300,0,100.0,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.35,2.13,436.79909999999995,1,0,,,290883.0,0.290883,hijo/hijastro,3.0
171124  ,2,1,2,22,1,4,5,1.0,,2.0,,,,,,1.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,0.0,100,200,1,66.66666666666667,2005,1.0,6.0,2.0,0.0,42.0,0.0,42.0,1,0.76,2.11,432.69769999999994,1,484,,18-30,193922.0,0.193922,jefe,3.0
171124  ,2,2,1,33,1,4,4,1.0,,2.0,,,,,,1.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,0.0,100,200,1,66.66666666666667,2005,,4.0,1.0,0.0,70.0,0.0,70.0,1,1.0,2.11,432.69769999999994,1,1089,12.0,31-50,193922.0,0.193922,cónyuge/pareja,3.0
171124  ,2,3,2,0,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,200,0,66.66666666666667,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.35,2.11,432.69769999999994,1,0,,,193922.0,0.193922,hijo/hijastro,3.0
171215  ,1,1,1,70,2,4,1,1.0,,1.0,,,,,,1.0,1.0,1.0,2.0,10.0,,6.0,,,,,,,,0.0,60,60,1,15.0,2005,1.0,2.0,2.0,3.0,6.0,0.0,6.0,1,0.83,3.37,691.0859,1,4900,3.0,50+,58176.6,0.0581766,jefe,4.0
171215  ,1,2,2,67,2,4,1,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,60,0,15.0,2005,,2.0,2.0,1.0,0.0,0.0,0.0,0,0.67,3.37,691.0859,1,4489,1.0,50+,58176.6,0.0581766,cónyuge/pareja,4.0
171215  ,1,3,1,18,5,4,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,60,0,15.0,2005,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0,1.02,3.37,691.0859,1,324,8.0,18-30,58176.6,0.0581766,nieto,4.0
171215  ,1,4,1,12,5,4,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,60,0,15.0,2005,5.0,3.0,2.0,6.0,0.0,0.0,0.0,0,0.85,3.37,691.0859,1,144,6.0,6-12,58176.6,0.0581766,nieto,4.0
171440  ,1,1,1,24,1,1,3,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,,1.0,580.0,580,580,6,193.3333333333333,2005,1.0,4.0,2.0,1.0,45.0,0.0,45.0,1,1.02,2.29,469.6103,0,576,7.0,18-30,562373.8,0.5623738,jefe,3.0
171440  ,1,2,2,27,1,4,2,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,580,0,193.3333333333333,2005,,2.0,1.0,0.0,0.0,0.0,0.0,0,0.76,2.29,469.6103,0,729,6.0,18-30,562373.8,0.5623738,cónyuge/pareja,3.0
171440  ,1,3,1,3,5,1,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,580,0,193.3333333333333,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.51,2.29,469.6103,0,9,,0-5,562373.8,0.5623738,hijo/hijastro,3.0
171543  ,1,1,1,35,2,4,5,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,4.0,0.0,500,500,5,166.6666666666667,2005,1.0,7.0,2.0,1.0,48.0,0.0,48.0,1,1.0,2.36,483.9652,0,1225,13.0,31-50,484805.0,0.484805,jefe,3.0
171543  ,1,2,2,26,2,4,3,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,500,0,166.6666666666667,2005,,4.0,2.0,0.0,0.0,0.0,0.0,0,0.76,2.36,483.9652,0,676,,18-30,484805.0,0.484805,cónyuge/pareja,3.0
171543  ,1,3,1,5,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,500,0,166.6666666666667,2005,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.6,2.36,483.9652,0,25,0.0,0-5,484805.0,0.484805,hijo/hijastro,3.0
172330  ,1,1,1,53,2,1,1,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,,1.0,3200.0,3200,3334,10,833.5,2005,1.0,2.0,2.0,4.0,84.0,0.0,84.0,1,1.0,2.9699999999999998,609.0578999999999,0,2809,4.0,50+,3232679.74,3.23267974,jefe,4.0
172330  ,1,2,2,36,2,1,6,1.0,,3.0,,,,,,2.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,84.0,84,3334,1,833.5,2005,,7.0,1.0,0.0,6.0,3.0,9.0,1,0.77,2.9699999999999998,609.0578999999999,0,1296,17.0,31-50,3232679.74,3.23267974,cónyuge/pareja,4.0
172330  ,1,3,2,9,5,1,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,3334,0,833.5,2005,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0,0.69,2.9699999999999998,609.0578999999999,0,81,3.0,6-12,3232679.74,3.23267974,hijo/hijastro,4.0
172330  ,1,4,2,3,5,1,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,3334,0,833.5,2005,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.51,2.9699999999999998,609.0578999999999,0,9,0.0,0-5,3232679.74,3.23267974,hijo/hijastro,4.0
173120  ,1,1,1,58,2,1,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,8.0,,,,,,5.0,,1.0,1.0,0.0,850,2010,8,670.0,2005,1.0,4.0,1.0,0.0,40.0,0.0,40.0,1,1.0,2.7800000000000002,570.0946,0,3364,12.0,50+,1948916.1,1.9489161000000002,jefe,3.0
173120  ,1,2,2,56,2,1,4,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,2010,4,670.0,2005,,4.0,1.0,0.0,0.0,0.0,0.0,0,0.76,2.7800000000000002,570.0946,0,3136,12.0,50+,1948916.1,1.9489161000000002,cónyuge/pareja,3.0
173120  ,1,3,1,29,5,1,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,1.0,1.0,800.0,800,2010,7,670.0,2005,3.0,4.0,1.0,0.0,50.0,0.0,50.0,1,1.02,2.7800000000000002,570.0946,0,841,12.0,18-30,1948916.1,1.9489161000000002,hijo/hijastro,3.0
173454  ,1,1,1,33,2,1,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,8.0,,,,,,6.0,,1.0,1.0,500.0,500,1330,5,266.0,2005,1.0,4.0,1.0,0.0,44.0,0.0,44.0,1,1.0,4.59,941.2712999999999,0,1089,12.0,31-50,1289581.3,1.2895813,jefe,5.0
173454  ,1,2,2,34,2,1,3,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,1.0,4.0,200.0,200,1330,2,266.0,2005,,4.0,2.0,2.0,25.0,0.0,25.0,1,0.77,4.59,941.2712999999999,0,1156,8.0,31-50,1289581.3,1.2895813,cónyuge/pareja,5.0
173454  ,1,3,1,11,5,1,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1330,0,266.0,2005,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0,0.82,4.59,941.2712999999999,0,121,5.0,6-12,1289581.3,1.2895813,hijo/hijastro,5.0
173454  ,1,4,1,42,5,4,4,1.0,,2.0,,,,,,1.0,1.0,1.0,2.0,8.0,,5.0,,,,,,,,0.0,200,1330,2,266.0,2005,8.0,4.0,1.0,0.0,12.0,0.0,12.0,1,1.0,4.59,941.2712999999999,0,1764,12.0,31-50,1289581.3,1.2895813,hermano,5.0
173454  ,1,5,1,31,5,1,7,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1330,5,266.0,2005,8.0,,,0.0,0.0,0.0,0.0,0,1.0,4.59,941.2712999999999,0,961,,31-50,1289581.3,1.2895813,hermano,5.0
173474  ,1,1,1,30,1,4,4,1.0,,2.0,,,,,,1.0,2.0,1.0,2.0,,,5.0,,,,,,,,0.0,150,150,1,37.5,2005,1.0,4.0,1.0,0.0,48.0,0.0,48.0,1,1.0,2.77,568.0439,1,900,12.0,18-30,145441.5,0.1454415,jefe,4.0
173474  ,1,2,2,23,1,4,3,3.0,4.0,,,,,2.0,1.0,,,,,,,,,,,,,,,0.0,0,150,0,37.5,2005,,4.0,2.0,1.0,0.0,0.0,0.0,0,0.76,2.77,568.0439,1,529,7.0,18-30,145441.5,0.1454415,cónyuge/pareja,4.0
173474  ,1,3,1,4,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,150,0,37.5,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.55,2.77,568.0439,1,16,,0-5,145441.5,0.1454415,hijo/hijastro,4.0
173474  ,1,4,2,2,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,150,0,37.5,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.46,2.77,568.0439,1,4,,0-5,145441.5,0.1454415,hijo/hijastro,4.0
173626  ,1,1,1,36,1,4,4,1.0,,3.0,,,,,,1.0,1.0,1.0,2.0,8.0,,,,,,,,,4.0,100.0,100,200,2,66.66666666666667,2005,1.0,4.0,1.0,0.0,36.0,0.0,36.0,1,1.0,2.27,465.5089,1,1296,12.0,31-50,193922.0,0.193922,jefe,3.0
173626  ,1,2,2,26,1,4,4,3.0,4.0,,,,,2.0,1.0,,,,,,,,,,,,,,,0.0,0,200,0,66.66666666666667,2005,,4.0,1.0,0.0,0.0,0.0,0.0,0,0.76,2.27,465.5089,1,676,12.0,18-30,193922.0,0.193922,cónyuge/pareja,3.0
173626  ,1,3,2,3,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,200,0,66.66666666666667,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.51,2.27,465.5089,1,9,,0-5,193922.0,0.193922,hijo/hijastro,3.0
174198  ,1,1,2,47,2,1,2,1.0,,3.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,6.0,,1.0,1.0,350.0,350,540,5,180.0,2005,1.0,2.0,1.0,0.0,30.0,4.0,34.0,1,0.76,1.88,385.53159999999997,0,2209,6.0,31-50,523589.4,0.5235894,jefe,3.0
174198  ,1,2,2,15,5,1,2,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,540,0,180.0,2005,3.0,3.0,2.0,7.0,0.0,0.0,0.0,0,0.77,1.88,385.53159999999997,0,225,7.0,13-17,523589.4,0.5235894,hijo/hijastro,3.0
174198  ,1,3,1,0,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,540,0,180.0,2005,5.0,,,0.0,0.0,0.0,0.0,0,0.35,1.88,385.53159999999997,0,0,,,523589.4,0.5235894,nieto,3.0
174429  ,1,1,1,57,2,1,4,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0,1420,0,710.0,2005,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.76,360.9232,0,3249,12.0,50+,1376846.2,1.3768462,jefe,2.0
174429  ,1,2,2,57,2,1,5,2.0,,3.0,,,,,,,,,,,,,,,,,,,,0.0,0,1420,9,710.0,2005,,7.0,2.0,1.0,0.0,0.0,0.0,0,0.76,1.76,360.9232,0,3249,13.0,50+,1376846.2,1.3768462,cónyuge/pareja,2.0
174429  ,2,1,2,60,3,12,6,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,3100,9,1033.333333333333,2005,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0.76,2.55,522.9285,0,3600,15.0,50+,3005791.0,3.005791,jefe,3.0
174429  ,2,2,1,28,1,12,6,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,3.0,,1.0,1.0,710.0,860,3100,9,1033.333333333333,2005,3.0,6.0,1.0,0.0,60.0,0.0,60.0,1,1.02,2.55,522.9285,0,784,15.0,18-30,3005791.0,3.005791,hijo/hijastro,3.0
174429  ,2,3,2,32,1,12,6,1.0,,3.0,,,,,,,1.0,2.0,2.0,,,,,,,5.0,,1.0,1.0,350.0,350,3100,7,1033.333333333333,2005,,7.0,1.0,0.0,0.0,0.0,0.0,0,0.77,2.55,522.9285,0,1024,17.0,31-50,3005791.0,3.005791,yerno/nuera,3.0
174744  ,1,1,1,43,2,1,2,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,1.0,1.0,650.0,650,950,7,190.0,2005,1.0,2.0,1.0,0.0,42.0,0.0,42.0,1,1.0,4.38,898.2066,0,1849,6.0,31-50,921129.5,0.9211295,jefe,5.0
174744  ,1,2,2,40,2,1,4,2.0,,3.0,,,,,,,,,,,,,,,,,,,,0.0,0,950,0,190.0,2005,,4.0,1.0,0.0,0.0,0.0,0.0,0,0.77,4.38,898.2066,0,1600,12.0,31-50,921129.5,0.9211295,cónyuge/pareja,5.0
174744  ,1,3,1,22,5,4,5,1.0,,2.0,,,,,,1.0,1.0,1.0,2.0,,,4.0,,,,,,,,0.0,150,950,1,190.0,2005,3.0,6.0,2.0,1.0,28.0,0.0,28.0,1,1.02,4.38,898.2066,0,484,13.0,18-30,921129.5,0.9211295,hijo/hijastro,5.0
174744  ,1,4,1,17,5,1,3,3.0,7.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,950,0,190.0,2005,3.0,5.0,2.0,2.0,0.0,0.0,0.0,0,1.04,4.38,898.2066,0,289,8.0,13-17,921129.5,0.9211295,hijo/hijastro,5.0
174744  ,1,6,2,4,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,950,0,190.0,2005,5.0,,,0.0,0.0,0.0,0.0,0,0.55,4.38,898.2066,0,16,,0-5,921129.5,0.9211295,nieto,5.0
174924  ,1,1,1,54,1,4,2,2.0,,3.0,,,,,,,,,,,,,,,,,,,,0.0,0,180,2,18.0,2005,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1.0,7.15,1466.2505,1,2916,6.0,50+,174529.8,0.17452979999999998,jefe,10.0
174924  ,1,2,2,52,1,4,2,2.0,,3.0,,,,,,,,,,,,,,,,,,,,0.0,0,180,0,18.0,2005,,2.0,1.0,0.0,0.0,0.0,0.0,0,0.76,7.15,1466.2505,1,2704,6.0,50+,174529.8,0.17452979999999998,cónyuge/pareja,10.0
174924  ,1,3,2,21,5,4,3,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,8.0,,,,,,,,1.0,4.0,0.0,10,180,1,18.0,2005,3.0,4.0,2.0,0.0,2.0,0.0,2.0,1,0.76,7.15,1466.2505,1,441,,18-30,174529.8,0.17452979999999998,hijo/hijastro,10.0
174924  ,1,4,2,18,5,4,1,3.0,6.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,180,0,18.0,2005,3.0,9.0,2.0,,0.0,0.0,0.0,0,0.76,7.15,1466.2505,1,324,,18-30,174529.8,0.17452979999999998,hijo/hijastro,10.0
